customer_id,customer_name,county,city,loyalty_tier,channel_preference,customer_type,signup_date
658,Sarah Nolan,Wicklow,Wicklow,Silver,Store,Retail Customer,2020-03-18
659,Sophie O'Brien,Cork,Cork,Gold,Online,Retail Customer,2021-11-09
660,Conor Quinn,Wicklow,Bray,Silver,Online,Retail Customer,2021-06-11
661,Amelia Reilly,Kilkenny,Kilkenny,Silver,Online,Retail Customer,2022-09-25
662,Emily Moore,Clare,Ennis,Bronze,Mixed,Retail Customer,2023-09-12
663,Ella Walsh,Clare,Ennis,Platinum,Online,Retail Customer,2021-12-24
664,Cillian O'Brien,Clare,Ennis,Bronze,Mixed,Wholesale Partner,2021-03-09
665,Cillian Reilly,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2023-09-01
666,Chloe Kelly,Dublin,Tallaght,Bronze,Store,Retail Customer,2021-10-26
667,Noah Murphy,Kildare,Kildare,Gold,Online,Retail Customer,2020-05-02
668,Ava McCarthy,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2025-11-30
669,Finn Murphy,Cork,Cork,Bronze,Online,Retail Customer,2020-01-02
670,Anna Kelly,Wicklow,Wicklow,Silver,Online,Retail Customer,2024-09-15
671,Isla Moore,Dublin,Dublin,Silver,Online,Wholesale Partner,2023-07-16
672,Sarah Reilly,Kildare,Kildare,Gold,Online,Retail Customer,2024-07-13
673,Liam Smith,Clare,Ennis,Silver,Online,Retail Customer,2020-06-15
674,Sarah Kennedy,Dublin,Tallaght,Gold,Store,Retail Customer,2022-07-19
675,Aoife Dunne,Dublin,Dublin,Silver,Store,Retail Customer,2025-06-24
676,Jack Smith,Dublin,Dublin,Gold,Store,Retail Customer,2022-04-17
677,Rían Healy,Meath,Trim,Silver,Mixed,Retail Customer,2022-11-17
678,Anna Gallagher,Kildare,Kildare,Silver,Online,Retail Customer,2024-08-16
679,Anna Quinn,Waterford,Waterford,Bronze,Mixed,Retail Customer,2020-11-15
680,Aoife McCarthy,Galway,Galway,Silver,Online,Retail Customer,2024-06-10
681,Ava Kelly,Dublin,Swords,Bronze,Online,Wholesale Partner,2025-11-02
682,Lucy Quinn,Meath,Trim,Bronze,Mixed,Retail Customer,2024-08-06
683,Noah Murphy,Clare,Ennis,Bronze,Online,Retail Customer,2021-02-01
684,James Moore,Kildare,Newbridge,Gold,Mixed,Retail Customer,2024-07-01
685,Grace Nolan,Dublin,Tallaght,Gold,Store,Retail Customer,2025-05-02
686,Noah McCarthy,Cork,Cork,Bronze,Mixed,Retail Customer,2024-11-02
687,Emily Kelly,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2025-05-07
688,Emily Reilly,Wicklow,Bray,Gold,Online,Retail Customer,2024-12-12
689,Cillian Lynch,Dublin,Dublin,Bronze,Online,Retail Customer,2020-06-28
690,Daniel O'Brien,Clare,Ennis,Bronze,Online,Wholesale Partner,2022-01-22
691,James Kennedy,Dublin,Tallaght,Silver,Online,Retail Customer,2021-04-11
692,Conor Nolan,Kildare,Newbridge,Gold,Mixed,Retail Customer,2020-03-26
693,Sarah Lynch,Kildare,Newbridge,Bronze,Online,Retail Customer,2024-11-29
694,Finn Byrne,Meath,Trim,Bronze,Store,Retail Customer,2025-06-25
695,Noah Ryan,Kildare,Kildare,Gold,Mixed,Retail Customer,2025-05-14
696,James Lynch,Wicklow,Wicklow,Silver,Online,Retail Customer,2022-08-08
697,Grace Murphy,Kilkenny,Kilkenny,Silver,Mixed,Wholesale Partner,2025-09-07
698,Ella Moore,Cork,Cork,Silver,Store,Retail Customer,2023-04-27
699,Sarah Quinn,Kildare,Kildare,Silver,Online,Retail Customer,2022-03-07
700,Isla Nolan,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2021-04-12
701,James Healy,Galway,Galway,Silver,Store,Retail Customer,2025-07-26
702,Aoife Byrne,Dublin,Swords,Silver,Online,Retail Customer,2022-03-14
703,Finn Quinn,Clare,Ennis,Silver,Online,Retail Customer,2020-11-15
704,Ciara Quinn,Limerick,Limerick,Bronze,Mixed,Retail Customer,2023-05-13
705,Jack Byrne,Dublin,Swords,Silver,Mixed,Retail Customer,2022-04-18
706,Ella Murray,Galway,Galway,Gold,Store,Retail Customer,2021-11-24
707,Finn Byrne,Dublin,Swords,Silver,Online,Retail Customer,2020-11-21
708,Ella Reilly,Meath,Trim,Silver,Online,Wholesale Partner,2024-09-06
709,Jack Murphy,Dublin,Swords,Gold,Online,Retail Customer,2024-11-21
710,Sarah Byrne,Wicklow,Wicklow,Gold,Mixed,Retail Customer,2024-03-12
711,Lucy Murphy,Galway,Galway,Bronze,Online,Retail Customer,2024-04-18
712,Lucy Byrne,Clare,Ennis,Silver,Online,Retail Customer,2021-01-10
713,Daniel Smith,Dublin,Tallaght,Silver,Online,Retail Customer,2023-02-06
714,Lucy Walsh,Dublin,Swords,Gold,Mixed,Retail Customer,2020-08-10
715,Sophie Gallagher,Waterford,Waterford,Bronze,Online,Retail Customer,2024-02-28
716,James Walsh,Kildare,Naas,Gold,Store,Distributor,2021-10-07
717,Mia Kennedy,Waterford,Waterford,Silver,Mixed,Retail Customer,2020-09-07
718,Anna Gallagher,Cork,Cork,Silver,Online,Retail Customer,2025-03-05
719,Michael Healy,Cork,Cork,Gold,Store,Retail Customer,2023-08-22
720,Jack O'Brien,Galway,Galway,Silver,Online,Retail Customer,2021-02-19
721,Lucy Lynch,Wicklow,Wicklow,Silver,Mixed,Retail Customer,2020-09-21
722,Grace Fitzgerald,Limerick,Limerick,Silver,Online,Retail Customer,2020-07-16
723,Ava Healy,Dublin,Swords,Silver,Online,Retail Customer,2022-11-13
724,Grace Healy,Clare,Ennis,Gold,Mixed,Retail Customer,2022-01-31
725,Amelia Lynch,Dublin,Swords,Bronze,Online,Retail Customer,2021-07-31
726,Grace Kennedy,Clare,Ennis,Bronze,Online,Wholesale Partner,2024-08-01
727,Daniel McCarthy,Limerick,Limerick,Platinum,Mixed,Retail Customer,2023-12-19
728,Emily Quinn,Limerick,Limerick,Gold,Mixed,Retail Customer,2021-02-14
729,Daniel Doyle,Wicklow,Bray,Bronze,Online,Retail Customer,2022-11-07
730,Isla Reilly,Dublin,Tallaght,Silver,Store,Retail Customer,2025-01-26
731,Ella Doyle,Waterford,Waterford,Bronze,Online,Wholesale Partner,2020-12-16
732,Aoife Byrne,Kildare,Newbridge,Gold,Store,Retail Customer,2021-03-06
733,Amelia O'Brien,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2022-12-26
734,Conor Gallagher,Kilkenny,Kilkenny,Silver,Store,Retail Customer,2021-07-19
735,Aoife Dunne,Kildare,Kildare,Bronze,Store,Retail Customer,2023-06-27
736,Ella Healy,Waterford,Waterford,Gold,Online,Retail Customer,2021-12-28
737,Sarah Smith,Clare,Ennis,Bronze,Mixed,Retail Customer,2023-04-09
738,Sarah Kelly,Limerick,Limerick,Gold,Online,Retail Customer,2021-07-23
739,Jack McCarthy,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2023-08-09
740,Cillian Healy,Dublin,Tallaght,Bronze,Online,Retail Customer,2021-08-10
741,Ava Quinn,Limerick,Limerick,Silver,Online,Retail Customer,2021-06-07
742,Jack Murphy,Dublin,Swords,Silver,Online,Retail Customer,2023-07-14
743,Conor Smith,Clare,Ennis,Silver,Store,Retail Customer,2020-01-11
744,Ella Murray,Kildare,Naas,Silver,Online,Retail Customer,2023-10-28
745,Isla Nolan,Clare,Ennis,Bronze,Mixed,Retail Customer,2020-10-11
746,Anna Murphy,Waterford,Waterford,Platinum,Online,Retail Customer,2024-12-04
747,Sophie Dunne,Dublin,Dublin,Bronze,Mixed,Wholesale Partner,2024-12-28
748,Ciara O'Brien,Limerick,Limerick,Gold,Store,Retail Customer,2023-12-29
749,Grace Fitzgerald,Cork,Cork,Bronze,Online,Retail Customer,2025-08-30
750,Anna Moore,Dublin,Swords,Silver,Mixed,Retail Customer,2023-05-08
751,Ciara Fitzgerald,Limerick,Limerick,Silver,Online,Wholesale Partner,2025-06-02
752,Sophie Kelly,Clare,Ennis,Gold,Store,Retail Customer,2021-10-24
753,Liam Lynch,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2021-12-08
754,Isla Walsh,Clare,Ennis,Silver,Store,Retail Customer,2020-07-24
755,Chloe Walsh,Meath,Navan,Platinum,Online,Retail Customer,2023-04-14
756,Grace Reilly,Kildare,Naas,Silver,Online,Retail Customer,2023-03-22
757,Conor Quinn,Kilkenny,Kilkenny,Gold,Store,Retail Customer,2022-05-08
758,Cillian Dunne,Kildare,Kildare,Gold,Online,Retail Customer,2020-07-27
759,Ciara Healy,Cork,Cork,Platinum,Store,Retail Customer,2022-08-15
760,Daniel Dunne,Kildare,Kildare,Gold,Store,Retail Customer,2024-03-31
761,Aoife Doyle,Cork,Cork,Gold,Mixed,Retail Customer,2022-04-08
762,Aoife Byrne,Wicklow,Bray,Gold,Online,Retail Customer,2023-05-21
763,Sarah Walsh,Limerick,Limerick,Platinum,Online,Retail Customer,2023-05-26
764,Rían Fitzgerald,Dublin,Swords,Silver,Store,Retail Customer,2023-03-10
765,Isla Moore,Meath,Trim,Platinum,Store,Wholesale Partner,2020-11-24
766,Michael Quinn,Wicklow,Wicklow,Bronze,Store,Retail Customer,2022-03-09
767,Daniel Ryan,Limerick,Limerick,Silver,Store,Retail Customer,2022-01-22
768,Ella Healy,Dublin,Tallaght,Bronze,Online,Retail Customer,2020-10-23
769,Aoife Kennedy,Wicklow,Bray,Bronze,Store,Retail Customer,2020-03-19
770,Isla O'Brien,Limerick,Limerick,Gold,Mixed,Retail Customer,2024-12-20
771,Conor Kennedy,Dublin,Dublin,Gold,Online,Retail Customer,2023-11-29
772,Anna O'Brien,Meath,Trim,Gold,Store,Distributor,2023-09-29
773,Mia Healy,Dublin,Tallaght,Platinum,Mixed,Retail Customer,2024-10-06
774,Lucy Dunne,Dublin,Swords,Bronze,Mixed,Retail Customer,2025-06-13
775,Ava Reilly,Clare,Ennis,Gold,Online,Retail Customer,2025-05-13
776,Sarah Walsh,Waterford,Waterford,Bronze,Online,Retail Customer,2024-04-20
777,Finn Walsh,Limerick,Limerick,Bronze,Mixed,Retail Customer,2020-02-17
778,Michael Kelly,Limerick,Limerick,Bronze,Mixed,Retail Customer,2024-02-13
779,Amelia O'Brien,Cork,Cork,Bronze,Online,Retail Customer,2022-09-09
780,Sarah Smith,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2020-08-20
781,Mia Moore,Kildare,Newbridge,Gold,Online,Retail Customer,2020-01-04
782,Ella Moore,Dublin,Dublin,Platinum,Online,Wholesale Partner,2023-08-25
783,Daniel Murphy,Cork,Cork,Bronze,Mixed,Retail Customer,2022-10-02
784,Noah Gallagher,Cork,Cork,Bronze,Mixed,Retail Customer,2024-03-20
785,Cillian Fitzgerald,Wicklow,Wicklow,Bronze,Store,Retail Customer,2022-08-06
786,Sarah Smith,Dublin,Tallaght,Bronze,Online,Retail Customer,2020-01-21
787,Jack Gallagher,Meath,Trim,Bronze,Online,Retail Customer,2021-05-06
788,Sarah Kelly,Clare,Ennis,Gold,Online,Retail Customer,2020-06-09
789,Sarah Doyle,Kildare,Kildare,Gold,Store,Retail Customer,2023-09-06
790,Ciara McCarthy,Galway,Galway,Silver,Online,Retail Customer,2020-03-08
791,Ella Gallagher,Limerick,Limerick,Gold,Mixed,Wholesale Partner,2022-02-25
792,Ella Ryan,Cork,Cork,Bronze,Online,Retail Customer,2023-07-03
793,Ciara Nolan,Clare,Ennis,Silver,Online,Retail Customer,2022-02-21
794,Aoife Healy,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2023-11-07
795,Cillian Healy,Dublin,Dublin,Bronze,Mixed,Retail Customer,2020-09-16
796,Rían Kelly,Wicklow,Wicklow,Gold,Online,Retail Customer,2023-10-12
797,Sarah Gallagher,Wicklow,Bray,Bronze,Store,Retail Customer,2024-12-27
798,Grace Kennedy,Galway,Galway,Bronze,Online,Retail Customer,2025-06-26
799,Chloe Ryan,Dublin,Swords,Bronze,Online,Retail Customer,2021-10-18
800,Noah Gallagher,Kilkenny,Kilkenny,Platinum,Store,Retail Customer,2021-03-11
801,Aoife O'Brien,Cork,Cork,Silver,Mixed,Retail Customer,2020-03-10
802,Aoife Lynch,Cork,Cork,Silver,Online,Retail Customer,2024-06-09
803,Amelia O'Brien,Wicklow,Wicklow,Silver,Online,Distributor,2023-06-08
804,Ava Dunne,Kildare,Naas,Bronze,Online,Retail Customer,2023-08-06
805,James Byrne,Kildare,Newbridge,Bronze,Online,Retail Customer,2025-10-18
806,Ciara Gallagher,Clare,Ennis,Bronze,Online,Retail Customer,2022-02-03
807,Ella Moore,Limerick,Limerick,Silver,Online,Retail Customer,2021-06-30
808,Ciara Byrne,Clare,Ennis,Bronze,Online,Retail Customer,2024-11-15
809,Ava Murray,Dublin,Tallaght,Platinum,Online,Retail Customer,2021-06-09
810,Lucy Doyle,Kildare,Kildare,Gold,Store,Retail Customer,2021-10-04
811,Amelia Gallagher,Limerick,Limerick,Silver,Mixed,Retail Customer,2023-02-10
812,Grace Reilly,Wicklow,Bray,Gold,Online,Retail Customer,2021-10-02
813,Daniel Moore,Limerick,Limerick,Bronze,Online,Retail Customer,2024-11-04
814,Noah Ryan,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2020-03-06
815,Liam Ryan,Dublin,Swords,Bronze,Store,Retail Customer,2023-08-19
816,Ella Murphy,Kildare,Kildare,Platinum,Mixed,Retail Customer,2023-10-23
817,Aoife O'Brien,Kilkenny,Kilkenny,Bronze,Online,Retail Customer,2025-06-09
818,Cillian Gallagher,Dublin,Tallaght,Silver,Online,Retail Customer,2020-08-24
819,Anna Gallagher,Dublin,Swords,Silver,Online,Retail Customer,2020-10-23
820,Isla Walsh,Dublin,Swords,Bronze,Mixed,Retail Customer,2025-12-26
821,Ava Kennedy,Clare,Ennis,Silver,Mixed,Retail Customer,2020-07-01
822,Mia Byrne,Clare,Ennis,Bronze,Mixed,Retail Customer,2023-05-30
823,Liam Doyle,Waterford,Waterford,Gold,Online,Retail Customer,2024-02-05
824,Finn Nolan,Cork,Cork,Bronze,Online,Retail Customer,2021-08-24
825,Liam Murphy,Clare,Ennis,Bronze,Store,Retail Customer,2020-09-08
826,Jack Dunne,Clare,Ennis,Bronze,Store,Retail Customer,2020-11-10
827,Amelia Byrne,Cork,Cork,Gold,Online,Retail Customer,2023-07-09
828,James Ryan,Dublin,Swords,Silver,Store,Retail Customer,2024-09-05
829,Anna Kennedy,Dublin,Swords,Silver,Mixed,Retail Customer,2023-09-27
830,Finn O'Brien,Dublin,Tallaght,Bronze,Online,Retail Customer,2023-08-09
831,Daniel Murphy,Wicklow,Bray,Bronze,Mixed,Wholesale Partner,2020-03-15
832,Ella Murray,Clare,Ennis,Silver,Mixed,Retail Customer,2024-01-24
833,Ava O'Brien,Kildare,Newbridge,Bronze,Mixed,Retail Customer,2023-12-08
834,Isla Fitzgerald,Cork,Cork,Platinum,Online,Retail Customer,2020-09-06
835,Jack O'Brien,Dublin,Tallaght,Silver,Store,Retail Customer,2020-07-11
836,Ciara Quinn,Limerick,Limerick,Bronze,Online,Retail Customer,2020-12-16
837,Grace O'Brien,Cork,Cork,Platinum,Mixed,Retail Customer,2025-03-30
838,Ava Byrne,Cork,Cork,Bronze,Mixed,Retail Customer,2022-10-19
839,Aoife Murphy,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2022-12-11
840,Rían Smith,Wicklow,Bray,Silver,Mixed,Wholesale Partner,2025-08-14
841,Ciara Quinn,Galway,Galway,Silver,Mixed,Retail Customer,2024-04-12
842,Conor Moore,Kildare,Kildare,Bronze,Store,Wholesale Partner,2021-08-23
843,Conor Moore,Kilkenny,Kilkenny,Silver,Online,Retail Customer,2022-01-21
844,Chloe Murphy,Limerick,Limerick,Silver,Mixed,Retail Customer,2022-01-24
845,Finn Quinn,Wicklow,Wicklow,Silver,Mixed,Retail Customer,2020-07-23
846,Anna Reilly,Kilkenny,Kilkenny,Silver,Store,Retail Customer,2021-12-11
847,Amelia Byrne,Dublin,Tallaght,Platinum,Online,Retail Customer,2024-01-30
848,James Murphy,Galway,Galway,Bronze,Store,Retail Customer,2024-01-14
849,Noah Kelly,Kildare,Newbridge,Platinum,Online,Retail Customer,2024-05-26
850,Sophie Smith,Kildare,Naas,Gold,Store,Retail Customer,2024-05-24
851,Aoife Quinn,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2020-02-10
852,Sarah Reilly,Wicklow,Bray,Bronze,Online,Retail Customer,2024-04-28
853,Emily Byrne,Galway,Galway,Platinum,Online,Retail Customer,2023-09-16
854,Chloe Doyle,Dublin,Tallaght,Gold,Online,Retail Customer,2021-08-16
855,Grace Quinn,Wicklow,Bray,Bronze,Store,Retail Customer,2021-07-03
856,Sophie Dunne,Clare,Ennis,Gold,Online,Wholesale Partner,2025-12-23
857,Noah McCarthy,Dublin,Swords,Silver,Mixed,Retail Customer,2022-12-07
858,Jack Fitzgerald,Wicklow,Bray,Bronze,Mixed,Retail Customer,2025-02-26
859,Sophie Walsh,Dublin,Dublin,Gold,Online,Retail Customer,2021-11-25
860,Aoife O'Brien,Clare,Ennis,Gold,Online,Retail Customer,2022-04-12
861,Cillian Moore,Limerick,Limerick,Platinum,Online,Wholesale Partner,2024-04-18
862,Cillian Murray,Dublin,Tallaght,Silver,Mixed,Retail Customer,2024-12-05
863,Emily Ryan,Dublin,Swords,Silver,Store,Retail Customer,2023-09-16
864,Mia Gallagher,Meath,Navan,Gold,Online,Retail Customer,2021-09-03
865,Emily Nolan,Kilkenny,Kilkenny,Silver,Mixed,Retail Customer,2021-12-12
866,Amelia Fitzgerald,Meath,Trim,Silver,Online,Retail Customer,2020-05-13
867,Noah Moore,Wicklow,Bray,Gold,Mixed,Retail Customer,2023-04-20
868,Anna Walsh,Galway,Galway,Bronze,Online,Retail Customer,2025-03-12
869,Daniel Ryan,Cork,Cork,Silver,Store,Retail Customer,2024-01-04
870,Noah Murphy,Cork,Cork,Silver,Online,Retail Customer,2022-01-05
871,Amelia Murray,Kildare,Kildare,Platinum,Online,Retail Customer,2022-06-27
872,Cillian Kelly,Meath,Trim,Gold,Store,Retail Customer,2020-04-30
873,Conor Lynch,Cork,Cork,Platinum,Online,Retail Customer,2023-04-07
874,Ciara Lynch,Galway,Galway,Gold,Mixed,Wholesale Partner,2021-06-01
875,Daniel Murray,Dublin,Tallaght,Bronze,Online,Retail Customer,2020-04-25
876,Isla Kelly,Dublin,Dublin,Silver,Store,Retail Customer,2025-12-27
877,Chloe Kelly,Kildare,Kildare,Silver,Mixed,Retail Customer,2021-02-04
878,Ella Kennedy,Galway,Galway,Silver,Mixed,Retail Customer,2020-07-19
879,James Reilly,Waterford,Waterford,Gold,Online,Retail Customer,2021-12-01
880,Anna Doyle,Galway,Galway,Bronze,Mixed,Retail Customer,2021-04-10
881,Ciara Healy,Cork,Cork,Bronze,Online,Retail Customer,2025-07-23
882,Anna Nolan,Waterford,Waterford,Gold,Online,Retail Customer,2023-03-08
883,Ciara Reilly,Cork,Cork,Bronze,Store,Retail Customer,2021-04-05
884,Liam Dunne,Dublin,Dublin,Bronze,Online,Retail Customer,2022-04-20
885,Sarah Murray,Kilkenny,Kilkenny,Platinum,Online,Retail Customer,2024-09-11
886,Grace Murphy,Kilkenny,Kilkenny,Silver,Online,Retail Customer,2021-06-10
887,Ciara Kennedy,Dublin,Dublin,Bronze,Store,Retail Customer,2025-09-15
888,Chloe McCarthy,Kildare,Naas,Silver,Online,Retail Customer,2025-11-14
889,Noah O'Brien,Clare,Ennis,Silver,Mixed,Retail Customer,2020-05-24
890,James Kelly,Cork,Cork,Silver,Online,Retail Customer,2024-12-30
891,Aoife Murray,Waterford,Waterford,Bronze,Online,Retail Customer,2023-03-24
892,Daniel Ryan,Meath,Navan,Gold,Mixed,Retail Customer,2021-12-22
893,Ava Quinn,Dublin,Tallaght,Bronze,Mixed,Wholesale Partner,2023-07-26
894,Daniel Kelly,Kildare,Newbridge,Bronze,Store,Retail Customer,2023-11-25
895,Finn McCarthy,Galway,Galway,Gold,Mixed,Retail Customer,2020-02-29
896,Grace Quinn,Clare,Ennis,Bronze,Online,Retail Customer,2023-02-01
897,Grace Fitzgerald,Galway,Galway,Silver,Online,Retail Customer,2024-10-24
898,James Doyle,Dublin,Tallaght,Gold,Online,Wholesale Partner,2021-10-17
899,Jack O'Brien,Dublin,Dublin,Silver,Online,Retail Customer,2022-09-14
900,Ella Fitzgerald,Limerick,Limerick,Bronze,Online,Retail Customer,2021-04-11
901,Jack Reilly,Limerick,Limerick,Gold,Mixed,Retail Customer,2021-09-16
902,Ella Kennedy,Waterford,Waterford,Bronze,Store,Retail Customer,2024-01-18
903,Jack Byrne,Dublin,Tallaght,Bronze,Mixed,Retail Customer,2021-03-27
904,Sophie Healy,Dublin,Dublin,Silver,Online,Retail Customer,2024-01-28
905,Grace O'Brien,Dublin,Tallaght,Silver,Online,Retail Customer,2021-05-20
906,Conor Murray,Kildare,Newbridge,Platinum,Store,Retail Customer,2024-08-20
907,Noah Kennedy,Galway,Galway,Silver,Online,Retail Customer,2022-01-08
908,Liam Quinn,Waterford,Waterford,Bronze,Online,Retail Customer,2020-10-22
909,Jack Fitzgerald,Dublin,Dublin,Bronze,Mixed,Retail Customer,2023-05-18
910,Jack Murphy,Dublin,Dublin,Gold,Online,Retail Customer,2024-12-09
911,Finn Doyle,Kildare,Naas,Silver,Mixed,Retail Customer,2022-03-11
912,Isla Byrne,Wicklow,Wicklow,Silver,Mixed,Retail Customer,2024-04-05
913,James Murphy,Dublin,Dublin,Silver,Store,Retail Customer,2024-10-02
914,Ava Fitzgerald,Dublin,Dublin,Bronze,Online,Distributor,2024-03-31
915,Grace Ryan,Dublin,Swords,Silver,Online,Retail Customer,2025-05-07
916,Noah Walsh,Wicklow,Wicklow,Silver,Store,Retail Customer,2025-05-14
917,Ciara Quinn,Waterford,Waterford,Platinum,Mixed,Retail Customer,2021-03-20
918,Lucy Dunne,Dublin,Swords,Silver,Online,Retail Customer,2025-03-07
919,Rían Walsh,Galway,Galway,Silver,Online,Retail Customer,2023-12-09
920,Ella O'Brien,Dublin,Tallaght,Gold,Store,Retail Customer,2022-03-16
921,Michael Healy,Cork,Cork,Silver,Online,Retail Customer,2021-01-08
922,Amelia Dunne,Meath,Trim,Bronze,Online,Retail Customer,2020-05-30
923,Noah Byrne,Galway,Galway,Silver,Online,Retail Customer,2025-02-23
924,Finn Dunne,Cork,Cork,Platinum,Store,Retail Customer,2021-08-11
925,Ava Reilly,Dublin,Swords,Bronze,Mixed,Wholesale Partner,2022-02-25
926,Aoife Murray,Waterford,Waterford,Gold,Store,Retail Customer,2023-07-12
927,Anna Nolan,Meath,Trim,Bronze,Online,Retail Customer,2020-10-03
928,Lucy Gallagher,Dublin,Dublin,Bronze,Store,Retail Customer,2024-03-31
929,Grace Healy,Cork,Cork,Bronze,Store,Retail Customer,2025-01-10
930,Emily Kelly,Waterford,Waterford,Gold,Online,Distributor,2025-08-01
931,Daniel McCarthy,Dublin,Dublin,Silver,Online,Retail Customer,2023-10-16
932,Conor McCarthy,Galway,Galway,Bronze,Online,Retail Customer,2023-10-16
933,Conor Nolan,Kildare,Naas,Silver,Mixed,Retail Customer,2025-01-01
934,Cillian Walsh,Cork,Cork,Bronze,Online,Retail Customer,2023-10-14
935,Ciara Murray,Wicklow,Bray,Silver,Mixed,Retail Customer,2025-07-26
936,Aoife Murray,Wicklow,Bray,Silver,Online,Retail Customer,2023-09-22
937,Daniel Doyle,Waterford,Waterford,Gold,Online,Retail Customer,2024-04-19
938,Cillian Moore,Dublin,Dublin,Bronze,Mixed,Distributor,2025-05-09
939,Noah McCarthy,Wicklow,Bray,Silver,Store,Wholesale Partner,2025-09-28
940,Liam Smith,Waterford,Waterford,Bronze,Mixed,Retail Customer,2022-07-18
941,Grace Healy,Cork,Cork,Bronze,Online,Retail Customer,2024-02-19
942,Grace Walsh,Limerick,Limerick,Platinum,Online,Retail Customer,2020-08-29
943,Liam O'Brien,Wicklow,Bray,Bronze,Mixed,Retail Customer,2025-06-14
944,Jack Smith,Limerick,Limerick,Gold,Online,Retail Customer,2020-02-16
945,Anna Quinn,Wicklow,Bray,Bronze,Mixed,Wholesale Partner,2023-05-17
946,Grace Kennedy,Limerick,Limerick,Bronze,Mixed,Retail Customer,2025-03-16
947,Cillian Dunne,Kilkenny,Kilkenny,Gold,Online,Retail Customer,2023-05-09
948,Ava Lynch,Dublin,Tallaght,Bronze,Store,Retail Customer,2024-01-11
949,Sarah Healy,Limerick,Limerick,Silver,Mixed,Wholesale Partner,2020-06-10
950,Isla Nolan,Dublin,Swords,Gold,Store,Retail Customer,2021-03-25
951,Sophie Kennedy,Dublin,Dublin,Silver,Store,Retail Customer,2022-01-10
952,Ciara Murphy,Clare,Ennis,Bronze,Online,Retail Customer,2022-05-06
953,Daniel Kelly,Dublin,Tallaght,Platinum,Online,Retail Customer,2020-06-13
954,Grace Healy,Cork,Cork,Platinum,Store,Retail Customer,2021-12-18
955,Amelia O'Brien,Limerick,Limerick,Silver,Online,Retail Customer,2024-01-21
956,Conor Murray,Limerick,Limerick,Bronze,Online,Retail Customer,2020-06-14
957,Ava Byrne,Clare,Ennis,Silver,Online,Retail Customer,2020-12-01
958,Ella Murphy,Galway,Galway,Gold,Mixed,Retail Customer,2025-10-26
959,Conor Byrne,Limerick,Limerick,Bronze,Mixed,Retail Customer,2022-05-19
960,Jack Murphy,Dublin,Swords,Bronze,Online,Retail Customer,2025-02-05
961,Ella Dunne,Dublin,Swords,Bronze,Online,Retail Customer,2023-03-17
962,Amelia Quinn,Limerick,Limerick,Bronze,Online,Retail Customer,2025-08-18
963,Jack Moore,Wicklow,Bray,Gold,Store,Retail Customer,2025-03-02
964,Cillian Fitzgerald,Dublin,Dublin,Silver,Store,Retail Customer,2021-09-27
965,Sophie Murphy,Limerick,Limerick,Bronze,Mixed,Retail Customer,2022-12-19
966,Jack Byrne,Limerick,Limerick,Gold,Online,Retail Customer,2023-12-08
967,Lucy Walsh,Clare,Ennis,Gold,Mixed,Retail Customer,2025-10-24
968,Sarah Byrne,Limerick,Limerick,Gold,Online,Wholesale Partner,2020-05-01
969,Aoife Murphy,Kildare,Newbridge,Gold,Mixed,Retail Customer,2020-07-21
970,Cillian Healy,Kildare,Kildare,Platinum,Online,Retail Customer,2025-02-16
971,Noah Ryan,Limerick,Limerick,Gold,Mixed,Retail Customer,2020-06-04
972,Rían Dunne,Clare,Ennis,Silver,Mixed,Retail Customer,2025-01-27
973,Isla Kennedy,Galway,Galway,Silver,Store,Retail Customer,2020-09-29
974,Jack Kelly,Kildare,Newbridge,Silver,Mixed,Retail Customer,2023-12-23
975,Sarah Moore,Dublin,Dublin,Bronze,Online,Retail Customer,2024-07-03
976,Anna Murphy,Kildare,Kildare,Silver,Online,Retail Customer,2020-06-25
977,Sophie Healy,Waterford,Waterford,Silver,Online,Wholesale Partner,2025-06-02
978,Jack Murphy,Cork,Cork,Bronze,Store,Retail Customer,2022-09-18
979,Ava Kennedy,Dublin,Swords,Silver,Online,Retail Customer,2020-05-29
980,Jack Kennedy,Kildare,Naas,Gold,Online,Retail Customer,2025-06-07
981,Amelia Gallagher,Dublin,Tallaght,Bronze,Store,Retail Customer,2023-06-25
982,Sarah Quinn,Dublin,Swords,Bronze,Online,Retail Customer,2025-03-08
983,Lucy Murray,Dublin,Swords,Gold,Online,Retail Customer,2025-09-17
984,Noah Gallagher,Waterford,Waterford,Silver,Mixed,Retail Customer,2024-06-27
985,Emily McCarthy,Galway,Galway,Bronze,Online,Retail Customer,2020-06-15
986,Finn Ryan,Dublin,Tallaght,Silver,Online,Retail Customer,2020-07-06
